ratio,cent_y,cent_x,eccentricity,solidity,skew_x,skew_y,kurt_x,kurt_y
0.08080226936753367,0.4524299044121477,0.49380338269632545,0.9447096529693385,0.10784522844588541,-0.1944211400084029,-0.016070219759876162,-1.4071898038042694,-0.3179705238301276
