ratio,cent_y,cent_x,eccentricity,solidity,skew_x,skew_y,kurt_x,kurt_y,output
0.05139544513,0.3449677031,0.377218667,0.9600450782,0.09949020488,0.3980107876,0.8280901198,-0.7542986162,0.7922718754,1
0.04615660548,0.3423635598,0.4533013822,0.9507599983,0.09146208103,0.09496009114,0.9511744965,-1.194828705,1.157090112,1
0.05991625428,0.3777311144,0.4248444124,0.9704311985,0.1099793488,0.201926893,0.537774818,-1.051063938,0.2803890328,1
0.04993638677,0.3514264862,0.4089639957,0.9640453391,0.1001147813,0.2387619025,0.7416097282,-0.9783544812,0.7296747157,1
0.05375606294,0.3670836552,0.4666600851,0.9631875082,0.1005636047,-9.22E-05,0.7128279694,-1.007409291,0.4782797391,1
0.06307042778,0.3679155862,0.4449290886,0.9634531865,0.1155450237,0.1423525449,0.7324587777,-1.071796279,0.8496299576,1
0.04698927899,0.3609570813,0.400357201,0.9652772872,0.100936868,0.3941511644,0.8904202206,-0.7742230227,1.441255034,1
0.05853085918,0.3987206489,0.4236649586,0.9757461617,0.1213085301,0.3017897493,0.5654041354,-0.9759074937,0.8354338237,1
0.0568478781,0.3923888342,0.4324669261,0.9766320563,0.1010170378,0.232111585,0.5602655648,-1.057789545,1.122670045,1
0.03863411847,0.4507425656,0.4308924973,0.9714061132,0.0800069014,0.2588248244,1.212557999,-1.075140591,2.213557081,1
0.03818822687,0.4276557715,0.553261059,0.9370166533,0.05421569874,-0.006552556696,0.7059503222,-1.320306174,0.9312053331,1
0.05788275113,0.3488558677,0.3768247405,0.9748885939,0.119140793,0.3689257097,1.085227632,-0.96231293,1.482920343,1
0.05056284678,0.3760136647,0.4284387411,0.9666579802,0.1025953289,0.357866389,0.6198211788,-0.9542137805,0.5872421141,1
0.05946647988,0.5215141626,0.4049387765,0.9738992222,0.08986063332,0.009249615404,0.07635161921,-1.274411953,-0.4275926209,0
0.05718484145,0.4570570733,0.370067409,0.9680539661,0.1102627576,0.4279761229,0.1617438879,-0.6106508581,-0.1059751375,0
0.03847867818,0.4498110431,0.4416194236,0.9471624516,0.0753975584,0.1274386056,0.004822362023,-1.072688669,-0.2288661748,0
0.0623459696,0.4495444595,0.4147829426,0.9697163853,0.09474016411,0.3509531075,0.2702052031,-1.042303736,-0.6040787385,0
0.04356748596,0.5124108675,0.4812028135,0.9527917998,0.0736957606,-0.1247862013,-0.1944602777,-1.14335527,-1.068257583,0
0.03998224804,0.4308920199,0.4315280663,0.9246686538,0.0768407667,0.1170241983,0.2673536871,-1.04622366,-0.1725710219,0
0.04107769661,0.3515276526,0.4390804487,0.96880511,0.05537438455,0.03725448794,0.166874419,-1.043214818,-0.1436156023,0
0.03546330213,0.3208301454,0.4468104262,0.9633662317,0.07819323961,0.2617081155,0.4366629695,-0.8895082408,0.3667575771,0
0.03717516616,0.3821136808,0.4321321278,0.9630800533,0.07000996583,0.08146604003,0.5258709684,-0.6616380322,0.5574576393,0
0.04203392833,0.3619754393,0.4112303162,0.9592302101,0.07569352497,0.3356460344,0.5647125414,-0.5303259177,-0.1169555237,0
0.0390303194,0.3711551334,0.3978996199,0.9503216237,0.07253611467,0.3740444252,0.9263929633,-0.8653316389,1.229066568,0
0.03957451203,0.4538156939,0.4510770657,0.8970616421,0.07618744657,0.2129600679,0.09251186217,-1.049851579,-0.6611663369,0
0.0262092655,0.2433414535,0.3846300547,0.9580337157,0.04929154659,0.4308726502,0.680018203,-0.829655113,0.3415752604,0
0.08103493564,0.4122546754,0.4630679001,0.9165176674,0.1224514097,-0.3012239255,0.5968324501,-0.9054664572,0.2968327509,1
0.07573977139,0.4645049039,0.4366872166,0.9170937326,0.1248208043,-0.1171806045,0.1622473752,-0.7689581967,0.3430749481,1
0.06850310791,0.4538560835,0.4633984351,0.9133437963,0.1100284782,-0.1929819438,0.1755402719,-1.158078778,0.3646575402,1
0.07737181002,0.4361437357,0.4310184883,0.9288834439,0.1190911881,-0.03578589361,0.3532940782,-1.089028037,0.3565973018,1
0.07144119243,0.4990262513,0.4585184019,0.9187481771,0.1198014773,-0.203098444,-0.1472331064,-1.107775525,0.2883008623,1
0.07194933203,0.4456703399,0.476064959,0.912170345,0.1091319076,-0.2842816222,0.2126255257,-1.248969161,0.1584930305,1
0.07595477624,0.4613802091,0.4932597258,0.9412490985,0.111461854,-0.2548684107,0.06974426509,-1.250557195,-0.03690348329,1
0.07094003383,0.4631352392,0.4598585501,0.9472424666,0.1108819038,-0.1574720669,0.0368988194,-1.189300107,0.3441146055,1
0.07615475007,0.4404479422,0.4892332369,0.9284567321,0.1165589851,-0.1361415736,0.1787332373,-1.134231259,0.1219134195,1
0.09550250885,0.4246488362,0.5092174522,0.9222066149,0.1420613578,-0.3522224858,0.4072245303,-1.146828056,0.1885558049,1
0.08480982985,0.4248257671,0.4962392112,0.9505846255,0.1265891066,-0.3097689597,0.1263246629,-1.001614754,0.1204598452,1
0.07627300339,0.3473703767,0.5300024153,0.8919946409,0.1350521987,-0.3931351735,0.4852813996,-0.8518170228,0.1736217161,1
0.09984762071,0.4362837247,0.5039098265,0.9410131366,0.1414683494,-0.3173279778,0.1936523019,-1.05232272,-0.09632699241,1
0.06113803961,0.5605634716,0.4345765491,0.9457206953,0.1006659334,-0.01840401446,-0.3996899824,-1.263803278,-0.1684242269,0
0.07243084134,0.4838170744,0.447747626,0.9209370377,0.1012109777,0.007557159152,-0.1826198825,-1.38705699,-0.3561866586,0
0.07742828401,0.4885314652,0.4668835507,0.9536294786,0.09438928942,-0.1375450442,0.00209677856,-1.333013872,-0.5526619581,0
0.06350935354,0.4966866623,0.4977097139,0.95571351,0.09563315663,-0.223547229,-0.2739910833,-1.325199934,-0.1145971516,0
0.07545419361,0.473546815,0.4736692655,0.9281083662,0.1035048134,0.05485341364,-0.1448785969,-1.418284385,-0.5449973514,0
0.0535780363,0.4838984937,0.4463096038,0.9417078991,0.08030653518,-0.1397771198,0.6090104169,-1.337547807,0.5768429003,0
0.06420792189,0.3665874938,0.4427555857,0.8759677713,0.09130175284,-0.1241326124,0.4940745947,-0.841318535,-0.1793813691,0
0.07267434421,0.4030231534,0.4622914786,0.8522302543,0.09633700566,-0.2352111682,0.3808016034,-0.9186331571,-0.5129508513,0
0.06451254225,0.3968716564,0.4760098372,0.9052688952,0.08219294518,-0.1569353562,0.3063675465,-1.002681146,-0.3824021289,0
0.07107080005,0.3987889288,0.4332319365,0.9000499751,0.09998458288,-0.02506020593,0.2916478275,-0.8084604426,-0.6545264496,0
0.07864340502,0.4479432171,0.4087493706,0.9272450402,0.1096134496,-0.02875029976,0.08125488178,-0.9172262885,-0.6004809261,0
0.08115218564,0.519042773,0.5020213991,0.9369543635,0.1006526104,-0.1080906466,-0.2694535745,-1.346214267,-0.5089324783,0
0.084330476,0.5403936947,0.4499325069,0.9322127034,0.1079689109,0.1004121864,-0.4465521791,-1.317507346,-0.4127729584,0
0.121929798,0.4468865113,0.4594778801,0.9940895511,0.1550877328,0.1000710207,0.3605042258,-1.349793709,-0.01610974888,1
0.1228004993,0.4030432233,0.4473643798,0.9954316155,0.1683955247,0.2505331491,0.3227082257,-1.227161471,0.4119170063,1
0.1237731213,0.4465644645,0.448199597,0.9937127019,0.1761916791,0.04730089471,0.1846416507,-1.238767682,0.1265117158,1
0.1465231216,0.4100232287,0.4527540312,0.9953725141,0.1876383111,0.07277731251,0.1701593659,-1.277079912,-0.3198961915,1
0.1210637882,0.4212143075,0.4577945476,0.9923184026,0.1810125527,0.1896812694,0.2460487509,-1.221692998,0.2515119234,1
0.05780144249,0.5337995363,0.3898242924,0.9831088074,0.1048648427,0.30628533,-0.4432007347,-1.128168225,4.582738989,1
0.146765961,0.4515705455,0.4584167372,0.9952541349,0.1971672662,0.147886097,0.09127255528,-1.297093093,-0.5015706904,1
0.1088797831,0.4192178873,0.4367703578,0.9933393532,0.1525406708,0.2433068136,0.4000911014,-1.451453277,0.1002997269,1
0.1040869066,0.4404759339,0.4294964003,0.9918828812,0.1365991521,0.187233384,0.2858184743,-1.254051388,-0.3013643036,1
0.1020418646,0.3549971926,0.4332617455,0.9918255252,0.1523185155,0.2016353293,1.015593948,-1.259308959,1.678670164,1
0.1232665397,0.4861738887,0.4326250954,0.9959536945,0.1971302706,0.3403238286,0.3955089107,-1.126169662,-0.5483587535,1
0.09016368302,0.3386023084,0.4813030454,0.9947409368,0.1408088646,-0.2260028808,0.3103504881,-1.184706323,0.6479241181,1
0.1246716535,0.3497856392,0.4598913796,0.9937782187,0.1818676937,0.09055530266,0.5247737083,-1.361005908,0.1612197885,1
0.08075848339,0.4644337143,0.4573989666,0.978296372,0.09492130115,0.08342343295,0.1940819687,-1.461815085,-0.5634664042,0
0.08774507363,0.4304291941,0.4669498831,0.982657321,0.1129730365,0.00385893309,0.03666689034,-1.374600935,0.2861081812,0
0.07686472819,0.4553600308,0.4677435777,0.9714030262,0.1094564185,0.08071279749,-0.1725133029,-1.177962847,0.09865698268,0
0.09567672833,0.5123284389,0.4341314253,0.9809192375,0.1221622697,0.2626882122,-0.3432818063,-1.072994272,-0.508481923,0
0.08435609186,0.5001528273,0.4585627844,0.9767076732,0.1078452917,0.09780763947,-0.2614273822,-1.29351261,-0.0006908891055,0
0.1069447589,0.5297355215,0.4226413464,0.9889682155,0.1346397078,0.2813710567,-0.422914242,-1.083564195,-0.5170031359,0
0.07211759302,0.3369060032,0.4797818357,0.9656063845,0.1022732967,-0.04374119133,1.02347956,-1.412602669,1.239873019,0
0.07192055724,0.4657869358,0.4470720645,0.9704009964,0.0947976484,0.2566888089,0.2981511989,-1.240959548,0.4033345166,0
0.0753001312,0.4003035076,0.4963479322,0.9781366375,0.09512905513,-0.09490110529,0.7513548745,-1.3678979,0.7895633215,0
0.07790414059,0.4762978386,0.4981436164,0.9692159867,0.1075249191,-0.05387848198,0.3233421339,-1.271812496,0.2377115566,0
0.0687593423,0.3828205248,0.4777700669,0.9806074907,0.08265139116,-0.1421080131,1.141896954,-1.190535439,1.55240032,0
