ratio,cent_y,cent_x,eccentricity,solidity,skew_x,skew_y,kurt_x,kurt_y,output
0.050663114611687037,0.6133597356815198,0.31220226587826383,0.8208427186442352,0.07854122336843807,0.7935328705237511,-0.7779499930422127,0.13488916305744247,-0.47084405943263086,1
0.049902237402237405,0.585497667758982,0.32193495417301987,0.6967999079299967,0.07918041156142004,0.48784250480517444,-0.6899472137892753,-0.2757051008840494,-0.5232119053769178,1
0.0396374390030138,0.5838268277208197,0.4076924610123548,0.7497543231444903,0.0599811756652691,0.09824567007414128,-0.8113949649144577,-1.1627819461727702,-0.45172525605558533,1
0.05569565217391304,0.5748966688916796,0.48909445745511315,0.8671350055152308,0.06611556029625551,-0.1436274672971754,-0.4647475066182032,-1.1528262329438488,-0.9499564745833813,1
0.05235585888834722,0.5286775241670199,0.419181080513072,0.8945272502466001,0.07179693966340542,-0.06082427814351508,-0.4558999014489779,-1.0728472086202612,-0.8876825819874359,1
0.03890350877192982,0.5250158540022548,0.4178459819221108,0.8630738117497423,0.05871741828713281,-0.11360028543154402,-0.550506318846265,-0.9322948192841691,-0.5914139608359177,1
0.06196190708252112,0.5612209698422691,0.43048349020821575,0.87991094971934,0.08266287417039143,-0.04545632438583912,-0.4950691009107853,-1.452728421209484,-0.9538030713274268,1
0.05392376225540051,0.5948970592300689,0.37439579902866243,0.8714232814316913,0.07868881655106907,0.3254999814377974,-0.751175658971375,-0.878007373244337,-0.5691657678172191,1
0.06398251232779219,0.6539368980769734,0.3855974188720841,0.8058847133164643,0.09705428747686613,0.13243293406842818,-1.0241428817876053,-0.9053510807915899,0.03814218378764789,1
0.0572632058287796,0.49548599265681387,0.37767029600455276,0.9184029580817725,0.08286760699033063,0.34358627963668475,-0.4568841095253992,-0.7420738811421419,-0.5446389489933416,1
0.07205795036218976,0.5160726057067521,0.4209647272721295,0.8559203735202364,0.1074990699239995,-0.006962402403986565,-0.4768978033990598,-1.0158229127028082,-0.8532724575981527,1
0.04803999861115933,0.5461081098026103,0.4597137484555597,0.5785284852105042,0.06221334916095613,-0.38811288981209013,-0.3197065308443964,-1.046967520613913,-0.794905411491317,1
0.05057256721989608,0.5374548125809507,0.388750827198093,0.8607228629843013,0.07480412883969656,0.11886316465214442,-0.39096787866548044,-1.1384757071651261,-0.7465729604574283,1
0.07249053883582628,0.5196241571269138,0.4728089089189881,0.9420400082863686,0.09389589169000934,0.026127584327059784,-0.4868554470774399,-1.4574935529310347,-0.47463499769615813,0
0.06398454369814752,0.5574383616679354,0.4804263089399187,0.9561947977943366,0.0880272055661963,-0.22907721219044802,-0.5435184303592271,-1.549348392993213,-0.7816946808692746,0
0.06922747857385199,0.5668124541780583,0.45877950550205604,0.9401205593557851,0.09568373193059718,-0.05864107200453204,-0.637180084512136,-1.4721174934617176,-0.6112320988580042,0
0.06613969771060235,0.5429066181665425,0.439178040404694,0.9456000785056204,0.10049179981847732,-0.13017643580891453,-0.617646242975257,-1.2871884611344548,-0.6097366213680435,0
0.0739159145938807,0.5753245194599512,0.48284976885334246,0.9269691039215529,0.09514365047883493,-0.1821603248830149,-0.6519800621827146,-1.493901169585515,-0.5428526626587491,0
0.06812367923479035,0.5735726883345931,0.4321548078690936,0.9636673779229107,0.096488982533525,0.08830693369473165,-0.6081439469339515,-1.4636458597235522,-0.4756401851588894,0
0.08635338997745795,0.5669068679782421,0.4353435660450019,0.9490134526136756,0.10773624091381101,0.005082401898754265,-0.6109341084655845,-1.5050335884491006,-0.8022089015655802,0
0.06837292262393477,0.6024256679775074,0.4345255431067788,0.94613838081104,0.08097369612231554,0.027170192674534202,-0.7986410529715982,-1.4374846325156638,-0.4678803936177305,0
0.09234022556390978,0.524856033212803,0.4310655216284987,0.9644039217992801,0.11457391912772222,0.218631723686197,-0.32528375496844125,-1.4395287483059906,-0.44417028619445276,0
0.07526648900732845,0.6071499283726022,0.4656194240352268,0.9506998940067011,0.09763422275035108,-0.060717424748730174,-0.6936565220654324,-1.5092622594967338,-0.5142381280966579,0
0.07723577235772358,0.5623743551238889,0.4212072099080025,0.9318175028468006,0.10957562568008705,0.10111248541704103,-0.591552656407586,-1.5716831613512072,-0.5993595641601637,0
0.0772005964108845,0.5559307978322492,0.46687735832865446,0.9346611746544597,0.09891009568643504,-0.02622795971301374,-0.5606393427467957,-0.9953658055337513,-0.8630118204191453,0
0.08062812139838647,0.6041294421282509,0.4752894371127342,0.9776679446931724,0.09564771562037143,-0.08259691753617668,-0.6293059612291687,-1.5162905924195171,-0.5075042377729613,0
